"SN","Train_No","Station_Code","1A","2A","3A","SL","Station_Name","Route_Number","Arrival_time","Departure_Time","Distance"
"33","7109","AWY","7180","5764","4348","2932","ALWAYE","1","19:18:00","19:20:00","1416"
"34","7109","ERN","7265","5832","4399","2966","ERNAKULAM TO","1","19:50:00","19:55:00","1433"
"35","7109","KTYM","7565","6072","4579","3086","KOTTAYAM","1","21:10:00","21:15:00","1493"
"36","7109","TRVL","7690","6172","4654","3136","TIRUVALLA","1","21:43:00","21:45:00","1518"
"37","7109","CNGR","7735","6208","4681","3154","CHENGANNUR","1","21:55:00","22:00:00","1527"
"38","7109","MVLK","7795","6256","4717","3178","MAVELIKARA","1","22:04:00","22:06:00","1539"
"39","7109","KYJ","7835","6288","4741","3194","KAYANKULAM J","1","22:18:00","22:20:00","1547"
"40","7109","QLN","8045","6456","4867","3278","QUILON","1","23:10:00","23:10:00","1589"
"1","7110","QLN","100","100","100","100","QUILON","1","02:15:00","02:15:00","0"
"2","7110","KYJ","300","260","220","180","KAYANKULAM J","1","02:50:00","02:52:00","40"
"3","7110","MVLK","340","292","244","196","MAVELIKARA","1","03:03:00","03:05:00","48"
"4","7110","CNGR","405","344","283","222","CHENGANNUR","1","03:15:00","03:20:00","61"
"5","7110","TRVL","450","380","310","240","TIRUVALLA","1","03:28:00","03:30:00","70"
"6","7110","KTYM","575","480","385","290","KOTTAYAM","1","04:10:00","04:15:00","95"
"7","7110","ERN","875","720","565","410","ERNAKULAM TO","1","05:40:00","05:45:00","155"
"8","7110","AWY","960","788","616","444","ALWAYE","1","06:03:00","06:05:00","172"
"9","7110","TCR","1235","1008","781","554","TRICHUR","1","06:55:00","07:00:00","227"
"10","7110","PGT","1615","1312","1009","706","PALAKKAD JN","1","08:30:00","08:35:00","303"
"11","7110","CBE","1885","1528","1171","814","COIMBATORE","1","09:55:00","10:00:00","357"
"12","7110","TUP","2135","1728","1321","914","TIRUPPUR","1","10:43:00","10:45:00","407"
"13","7110","ED","2385","1928","1471","1014","ERODE JN.","1","11:35:00","11:55:00","457"
"14","7110","SA","2680","2164","1648","1132","SALEM JN.","1","12:50:00","12:55:00","516"
"15","7110","JTJ","3290","2652","2014","1376","JOLARPETTAI","1","14:30:00","14:35:00","638"
"16","7110","VN","3365","2712","2059","1406","VANIYAMBADI","1","14:55:00","14:57:00","653"
"17","7110","KPD","3705","2984","2263","1542","KATPADI JN","1","15:48:00","15:50:00","721"
"18","7110","TRT","4055","3264","2473","1682","TIRUTTANI","1","17:08:00","17:10:00","791"
"19","7110","RU","4345","3496","2647","1798","RENIGUNTA JN","1","18:30:00","18:55:00","849"
"20","7110","KHT","4460","3588","2716","1844","SRI KALAHAST","1","19:16:00","19:18:00","872"
"21","7110","VKI","4585","3688","2791","1894","VENKATAGIRI","1","19:38:00","19:40:00","897"
"22","7110","GDR","4760","3828","2896","1964","GUDUR JN.","1","20:35:00","20:37:00","932"
"23","7110","NLR","4955","3984","3013","2042","NELLORE","1","21:05:00","21:07:00","971"
"24","7110","KVZ","5205","4184","3163","2142","KAVALI","1","21:56:00","21:58:00","1021"
"25","7110","OGL","5535","4448","3361","2274","ONGOLE","1","23:05:00","23:07:00","1087"
"26","7110","CLX","5780","4644","3508","2372","CHIRALA","1","23:45:00","23:47:00","1136"
"27","7110","BPP","5855","4704","3553","2402","BAPATIA","1","00:01:00","00:03:00","1151"
"28","7110","NDO","5955","4784","3613","2442","NIDUBROLU","1","00:20:00","00:22:00","1171"
"29","7110","TEL","6065","4872","3679","2486","TENALI JN.","1","00:38:00","00:40:00","1193"
"30","7110","BZA","6225","5000","3775","2550","VIJAYWADA JN","1","01:30:00","01:45:00","1225"
"31","7110","MDR","6500","5220","3940","2660","MADHIRA","1","02:28:00","02:30:00","1280"
"32","7110","KMT","6720","5396","4072","2748","KHAMMAM","1","03:00:00","03:02:00","1324"
"33","7110","DKJ","6835","5488","4141","2794","DORNAKAL JN.","1","04:00:00","04:02:00","1347"
"34","7110","MABD","6955","5584","4213","2842","MAHBUBABAD","1","04:21:00","04:23:00","1371"
"35","7110","WL","7260","5828","4396","2964","WARANGAL","1","06:03:00","06:05:00","1432"
"36","7110","KZJ","7360","5908","4456","3004","KAZIPET JN.","1","06:23:00","06:25:00","1452"
"37","7110","ZN","7600","6100","4600","3100","JANGAON","1","07:47:00","07:49:00","1500"
"38","7110","CHZ","7955","6384","4813","3242","CHARLAPALLI","1","09:05:00","09:07:00","1571"
"39","7110","SC","8015","6432","4849","3266","SECUNDERABAD","1","09:40:00","09:50:00","1583"
"40","7110","HYB","8065","6472","4879","3286","HYDERABAD DE","1","10:30:00","10:30:00","1593"
"1","7113","KRMR","100","100","100","100","KARIM NAGAR","1","16:00:00","16:00:00","0"
"2","7113","PDPL","275","240","205","170","PEDDAPALLI","1","16:50:00","17:10:00","35"
"3","7113","JMKT","460","388","316","244","JAMIKUNTA","1","17:35:00","17:37:00","72"
"4","7113","WL","680","564","448","332","WARANGAL","1","19:05:00","19:07:00","116"
"5","7113","MABD","980","804","628","452","MAHBUBABAD","1","19:50:00","19:52:00","176"
"6","7113","DKJ","1105","904","703","502","DORNAKAL JN.","1","20:25:00","20:27:00","201"
"7","7113","KMT","1220","996","772","548","KHAMMAM","1","20:47:00","20:49:00","224"
"8","7113","MDR","1435","1168","901","634","MADHIRA","1","21:20:00","21:22:00","267"
"9","7113","BZA","1710","1388","1066","744","VIJAYWADA JN","1","22:25:00","22:40:00","322"
"10","7113","TEL","1870","1516","1162","808","TENALI JN.","1","23:24:00","23:26:00","354"
"11","7113","NDO","1975","1600","1225","850","NIDUBROLU","1","23:43:00","23:45:00","375"
"12","7113","BPP","2080","1684","1288","892","BAPATIA","1","00:02:00","00:04:00","396"
"13","7113","CLX","2155","1744","1333","922","CHIRALA","1","00:17:00","00:19:00","411"
"14","7113","OGL","2400","1940","1480","1020","ONGOLE","1","01:15:00","01:17:00","460"
"15","7113","KVZ","2730","2204","1678","1152","KAVALI","1","01:58:00","02:00:00","526"
"16","7113","NLR","2980","2404","1828","1252","NELLORE","1","03:01:00","03:03:00","576"
"17","7113","GDR","3175","2560","1945","1330","GUDUR JN.","1","04:08:00","04:10:00","615"
"18","7113","VKI","3350","2700","2050","1400","VENKATAGIRI","1","04:36:00","04:38:00","650"
"19","7113","KHT","3475","2800","2125","1450","SRI KALAHAST","1","04:52:00","04:54:00","675"
"20","7113","RU","3590","2892","2194","1496","RENIGUNTA JN","1","06:10:00","06:30:00","698"
"21","7113","TRT","3865","3112","2359","1606","TIRUTTANI","1","07:18:00","07:20:00","753"
"22","7113","KPD","4215","3392","2569","1746","KATPADI JN","1","08:48:00","08:50:00","823"
"23","7113","VN","4555","3664","2773","1882","VANIYAMBADI","1","10:00:00","10:02:00","891"
"24","7113","JTJ","4635","3728","2821","1914","JOLARPETTAI","1","10:25:00","10:30:00","907"
"25","7113","SA","5230","4204","3178","2152","SALEM JN.","1","12:00:00","12:05:00","1026"
"26","7113","ED","5525","4440","3355","2270","ERODE JN.","1","13:10:00","13:25:00","1085"
